"x","y","fus01","diplo01","temp","p_sum","r_sum","elevation","slope","hail","hail_new","age","ph","lithology","soil","year"
546419,4751969,0,0,14.771429,157,0.040918,603.809998,45.264416,0,0,4,5.2232,'Alternancia de margocalizas margas calizas y calcarenitas',Ferralsols,2011
546489,4751840,0,0,13.328571,170.4,0.022176,596.820007,22.227295,0,0,16,5.2232,'Alternancia de margocalizas margas calizas y calcarenitas',Ferralsols,2010
507818,4757458,0,0,13.442857,172.3,0.00181,580.76001,12.378984,0,0,17,5.539023,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
492931,4771692,0,0,13.6,180.1,-0.010185,339.049988,15.058496,0,0,17,5.047208,'Alternancia de margocalizas margas calizas y calcarenitas',Histosols,2010
507165,4760044,0,0,13.471429,167.3,-0.046544,514.109985,33.967472,0,0,15,5.344549,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
488995,4774033,0,0,13.528571,168.6,0.005059,183.600006,1.897868,0,0,21,4.792603,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
487611,4775948,0,0,15.257143,196.4,-0.055665,388.98999,46.968338,0,0,10,4.792603,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
487687,4774960,0,0,15.214286,213.8,-0.049667,483.880005,49.949074,0,1,26,4.792603,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
491077,4772544,0,0,15.7,204.8,0.017178,432.339996,17.654428,0,1,24,5.020835,'Alternancia de margocalizas margas calizas y calcarenitas',Leptosols,2011
502070,4760078,0,0,15.657143,196.2,0.016179,409.869995,67.451752,0,1,8,5.479709,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
499167,4767495,0,0,14.985714,215.2,0.062908,307.420013,42.313721,0,0,10,5.385164,'Alternancia de margocalizas margas calizas y calcarenitas',Durisols,2009
524283,4737872,0,0,14.4,196.8,-0.1,729.640015,40.734364,0,0,9,5.609574,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
500608,4764338,0,0,14.857143,156.1,0.062783,299.429993,70,0,0,13,5.385164,'Alternancia de margocalizas margas calizas y calcarenitas',Cryosols,2009
585041,4788301,0,0,14.014286,200.9,-0.092274,197.003006,42.261883,0,0,10,4.594078,Areniscas,Cambisols,2011
534584,4788036,0,0,14.5,172.4,0.021052,553.289978,61.300217,0,0,29,4.180551,'Calizas impuras y calcarenitas',Cambisols,2010
534836,4788071,0,0,14.5,172.4,0.021052,472.980011,46.976852,0,0,26,4.180551,'Calizas impuras y calcarenitas',Cambisols,2010
538031,4786987,0,0,14.542857,167.6,0.010931,174.589996,13.669312,0,0,21,4.167088,'Calizas impuras y calcarenitas',Luvisols,2011
520184,4792516,0,0,15.085714,228.5,0.006308,262.649994,55.014534,0,0,4,4.146818,'Calizas impuras y calcarenitas',Cambisols,2010
522227,4791823,0,0,15.485714,235.3,0.031297,318.98999,18.369699,0,1,40,4.089588,'Calizas impuras y calcarenitas',Cambisols,2010
522694,4791583,0,0,16.028571,247.7,0.023176,285.850006,28.539513,0,1,2,4.089588,'Calizas impuras y calcarenitas',Cambisols,2010
519862,4792782,0,0,14.385714,215.1,-0.012309,228.320007,56.186874,0,1,9,4.146818,'Calizas impuras y calcarenitas',Cambisols,2011
521123,4794345,0,0,14.557143,217.9,0.015304,193.889999,53.724899,0,0,17,4.059517,'Calizas impuras y calcarenitas',Cambisols,2009
522000,4792500,0,0,14.471429,179.1,0.063033,243.699997,25.578199,0,0,23,4.089588,'Calizas impuras y calcarenitas',Cambisols,2009
521422,4794054,0,0,14.571429,177.2,0.044791,116.169998,61.150612,0,0,15,4.059517,'Calizas impuras y calcarenitas',Cambisols,2010
523503,4791487,0,0,14.571429,177.2,0.044791,309.5,58.355209,0,0,15,4.089588,'Calizas impuras y calcarenitas',Cambisols,2010
526882,4791292,0,0,14.842857,202.1,-0.002063,131.509995,68.589973,0,0,15,4.057555,'Calizas impuras y calcarenitas',Cambisols,2010
527676,4793895,0,0,14.685714,251.5,-0.064786,100.029999,32.276989,0,1,4,4.053608,'Calizas impuras y calcarenitas',Cambisols,2010
527759,4791033,0,0,15.128571,235.9,0.020552,159.160004,16.551981,0,1,4,4.057555,'Calizas impuras y calcarenitas',Leptosols,2010
528032,4790772,0,0,15.128571,237.5,0.01393,116.839996,21.494736,0,1,4,4.057555,'Calizas impuras y calcarenitas',Cambisols,2010
528086,4789402,0,0,15.085714,239.4,0.006808,323.130005,35.864834,0,1,4,4.057555,'Calizas impuras y calcarenitas',Luvisols,2010
528917,4789972,0,0,15.114286,254.5,-0.021305,251.199997,51.08382,0,1,4,4.057555,'Calizas impuras y calcarenitas',Luvisols,2010
529611,4790713,0,0,15.5,249.1,-0.025053,219.300003,57.718987,0,1,4,4.057555,'Calizas impuras y calcarenitas',Chernozems,2010
532120,4789875,0,0,15.114286,263.8,-0.06716,249.470001,51.008274,0,1,4,4.04117,'Calizas impuras y calcarenitas',Kastanozems,2010
532123,4789851,0,0,15.185714,240.8,-0.020555,261.589996,42.701885,0,1,4,4.04117,'Calizas impuras y calcarenitas',Kastanozems,2010
535041,4788335,0,0,14.9,187.5,0.041043,372.980011,33.169216,0,0,18,4.180551,'Calizas impuras y calcarenitas',Cambisols,2011
566079,4788793,0,0,15.028571,191.1,-0.059288,327.13501,70,0,0,24,4.591212,'Calizas impuras y calcarenitas',Cambisols,2011
507210,4800606,0,0,15,195.5,-0.011309,73.709999,43.602371,0,0,21,4.157601,'Calizas impuras y calcarenitas',Luvisols,2009
509165,4799904,0,0,15.557143,241.4,-0.00831,84.120003,70,0,0,2,4.157601,'Calizas impuras y calcarenitas',Cambisols,2010
524804,4789989,0,0,14.985714,243.3,0.003809,179,70,1,1,27,4.089588,'Calizas impuras y calcarenitas',Cambisols,2010
518834,4793531,0,0,14.657143,229.2,-0.027427,227.089996,45.350719,1,0,23,4.146818,'Calizas impuras y calcarenitas',Cambisols,2010
524432,4790359,0,0,14.8,209.8,0.038669,321.700012,32.530148,0,1,16,4.089588,'Calizas impuras y calcarenitas',Cambisols,2011
533261,4780523,0,0,15.014286,240.6,0.006808,181.880005,49.438766,0,1,5,4.405338,'Calizas impuras y calcarenitas',Leptosols,2011
570254,4790608,0,0,14.928571,247.1,0.030797,11.22,51.947708,0,1,40,4.591212,'Calizas impuras y calcarenitas',Fluvisols,2011
568602,4790195,0,0,14.928571,247.1,0.030797,173.436005,70,0,1,8,4.591212,'Calizas impuras y calcarenitas',Luvisols,2011
579163,4793447,0,0,14.928571,247.1,0.030797,116.5,58.421436,0,1,8,4.644797,'Calizas impuras y calcarenitas',Luvisols,2011
531828,4780760,0,0,15.342857,255,0.032172,187.240005,17.449854,0,1,40,4.405338,'Calizas impuras y calcarenitas',Luvisols,2011
542686,4778196,0,0,15.342857,255,0.032172,452.653015,19.302073,0,1,40,4.397443,'Calizas impuras y calcarenitas',Cambisols,2011
544245,4777782,0,0,14.628571,261.6,0.006558,633.497009,30.012733,0,1,15,4.397443,'Calizas impuras y calcarenitas',Cambisols,2011
570134,4789047,0,0,14.885714,486.2,-0.005062,183.584,49.889977,0,1,8,4.591212,'Calizas impuras y calcarenitas',Luvisols,2009
571604,4790428,0,0,16.1,176.9,0.002685,21.243999,5.608168,0,0,17,4.61071,'Calizas impuras y calcarenitas',Fluvisols,2009
573000,4791000,0,0,16.028571,187.4,0.004184,34.167,53.232037,0,0,25,4.61071,'Calizas impuras y calcarenitas',Cambisols,2009
573492,4790446,0,0,15.828571,191.8,-0.00806,57.922001,70,0,0,15,4.61071,'Calizas impuras y calcarenitas',Cambisols,2009
575471,4792683,0,0,15.528571,173.3,0.021427,96.676003,4.119511,0,0,10,4.61071,'Calizas impuras y calcarenitas',Cambisols,2010
596363,4796184,0,0,15.528571,174.2,0.024175,105.168999,45.46122,0,0,26,4.606751,'Calizas impuras y calcarenitas',Cambisols,2010
598795,4796984,0,0,15.057143,167.2,0.000311,63.472,6.809502,0,0,6,4.606751,'Calizas impuras y calcarenitas',Luvisols,2010
598819,4796908,0,0,15.642857,175.8,0.030922,75.691002,6.434871,0,0,13,4.606751,'Calizas impuras y calcarenitas',Luvisols,2010
525331,4791791,0,0,15.742857,168.6,0.03592,42.919998,12.452266,0,0,13,4.089588,'Calizas impuras y calcarenitas',Ferralsols,2010
525845,4791580,0,0,14.9,166.3,-0.070283,96.639999,21.681498,0,0,40,4.089588,'Calizas impuras y calcarenitas',Cambisols,2010
525958,4792185,0,0,14.928571,194.1,-0.085402,133.100006,46.415699,0,0,9,4.089588,'Calizas impuras y calcarenitas',Cambisols,2009
527639,4782265,0,0,14.671429,174.9,0.033546,198,24.981535,0,0,9,4.390103,'Calizas impuras y calcarenitas',Cambisols,2009
570116,4790731,0,0,14.371429,166.7,-0.033924,51.688,32.205601,0,0,38,4.591212,'Calizas impuras y calcarenitas',Cambisols,2009
570195,4790550,0,0,15.642857,156.4,0.057411,26.789,33.473202,0,0,9,4.591212,'Calizas impuras y calcarenitas',Chernozems,2009
570483,4791161,0,0,16.057143,172.5,0.017178,29.660999,42.903023,0,0,14,4.591212,'Calizas impuras y calcarenitas',Cambisols,2009
571317,4788421,0,0,15.142857,168.8,0.010182,175.669998,63.343899,0,0,21,4.598457,'Calizas impuras y calcarenitas',Luvisols,2010
571829,4789263,0,0,15.8,192.3,0.012805,30.561001,45.164211,0,0,24,4.61071,'Calizas impuras y calcarenitas',Gypsisols,2010
575562,4792878,0,0,15.914286,204,-0.019181,73.782997,37.682049,0,0,13,4.61071,'Calizas impuras y calcarenitas',Cambisols,2009
556801,4793103,0,0,16.057143,230.7,0.018303,245.955994,11.734515,1,1,6,4.427242,'Calizas impuras y calcarenitas',Luvisols,2010
596261,4796174,0,0,16.1,248.2,0.050414,119.591003,64.96579,1,1,4,4.606751,'Calizas impuras y calcarenitas',Cambisols,2010
524160,4795421,0,0,16.014286,236.6,0.018303,134.649994,2.121318,1,1,4,4.05948,'Calizas impuras y calcarenitas',Cambisols,2009
548983,4777204,0,0,14.614286,224.7,-0.1,319.322998,54.389095,0,1,40,4.425886,'Calizas impuras y calcarenitas',Cambisols,2010
585817,4790272,0,0,15.185714,235.2,-0.056914,81.321999,51.983982,0,1,7,4.577865,'Calizas impuras y calcarenitas',Cambisols,2009
594515,4795532,0,0,14.657143,177.2,0.081525,154.761993,69.483368,0,0,5,4.633062,'Calizas impuras y calcarenitas',Luvisols,2009
527868,4782212,0,0,14.5,209.3,-0.098521,199.919998,48.486771,0,0,14,4.390103,'Calizas impuras y calcarenitas',Cambisols,2009
540755,4776795,0,0,14.5,209.3,-0.098521,408.299988,70,0,0,14,4.43914,'Calizas impuras y calcarenitas',Cambisols,2009
524920,4792035,0,0,15.371429,158.1,-0.037423,28.48,56.767029,0,0,9,4.089588,'Calizas impuras y calcarenitas',Cambisols,2009
524295,4792054,0,0,15.371429,158.1,-0.037423,53.470001,42.595997,0,0,9,4.089588,'Calizas impuras y calcarenitas',Luvisols,2009
540222,4777616,0,0,15.371429,158.1,-0.037423,487.05899,62.088966,0,0,9,4.43914,'Calizas impuras y calcarenitas',Histosols,2009
585439,4791222,0,0,15.371429,158.1,-0.037423,63.528,57.696522,0,0,9,4.631398,'Calizas impuras y calcarenitas',Lixisols,2009
565515,4790667,0,0,15.371429,158.1,-0.037423,127.348999,57.696522,0,0,9,4.558394,'Calizas impuras y calcarenitas',Luvisols,2009
566238,4789798,0,0,15.314286,170,-0.033674,233.199005,55.842934,0,0,9,4.591212,'Calizas impuras y calcarenitas',Luvisols,2009
523054,4792744,0,0,14.828571,171.7,0.054787,109.209999,41.610962,0,0,17,4.089588,'Calizas impuras y calcarenitas',Luvisols,2009
574511,4790699,0,0,15.885714,188.6,0.015804,118.657997,26.682247,0,0,6,4.61071,'Calizas impuras y calcarenitas',Cambisols,2009
576779,4793112,0,0,15.771429,192.8,-0.006061,135.865997,49.127232,0,0,16,4.644797,'Calizas impuras y calcarenitas',Leptosols,2010
578832,4783400,0,0,15.128571,232.3,0.005184,166.278,7.432944,0,0,23,4.685569,'Calizas impuras y calcarenitas',Cambisols,2010
524353,4790434,0,0,15.6,231.2,0.017178,372.859985,28.160273,0,0,20,4.089588,'Calizas impuras y calcarenitas',Cambisols,2010
538018,4786993,0,0,15.542857,262.7,-0.036923,175.729996,8.276499,0,1,40,4.167088,'Calizas impuras y calcarenitas',Luvisols,2010
560220,4771419,0,0,15.728571,244.4,-0.039547,416.962006,19.78409,0,0,17,4.861785,Margas,Cambisols,2010
570120,4768249,0,0,15.928571,241.3,-0.005811,357.320007,67.125725,0,1,17,5.263383,Margas,Cambisols,2010
571423,4786152,0,0,16.014286,233.1,0.006058,219.406006,46.320644,0,0,17,4.598457,Margas,Gleysols,2009
572197,4787546,0,0,15.614286,227.2,0.011056,235.276993,49.804901,0,0,9,4.598457,Margas,Cambisols,2010
584844,4788129,0,0,14.814286,224.8,0.003809,191.608093,51.811413,0,1,16,4.594078,Margas,Cambisols,2010
585054,4789151,0,0,15.342857,212.2,-0.027802,38.68,64.701279,0,0,4,4.631398,Margas,Cambisols,2009
585279,4788167,0,0,14.642857,182.6,0.005434,158.768997,29.129124,0,0,26,4.594078,Margas,Cambisols,2010
586069,4789287,0,0,14.671429,223,-0.060537,75.972893,49.845428,0,0,28,4.577865,Margas,Cambisols,2009
570240,4766667,0,0,15.842857,203.9,0.047915,330.67099,61.228634,0,0,4,5.263383,Margas,Cambisols,2009
593839,4796619,0,0,14.957143,252.3,-0.059663,117.325996,66.242935,0,1,21,4.633062,Margas,Cambisols,2009
558787,4771900,0,0,14.628571,208.2,0.024425,663.007019,19.271946,0,0,21,4.861785,Margas,Cambisols,2009
573080,4767779,0,0,15.657143,237.2,0.000186,385.630005,62.096497,0,0,40,5.226825,Margas,Gleysols,2010
574330,4767805,0,0,15.414286,256.1,-0.024053,155.539001,21.068371,0,1,40,5.226825,Margas,Lixisols,2010
586384,4788912,0,0,15.114286,230.4,0.008057,225.037003,16.198925,0,1,38,4.577865,Margas,Cambisols,2010
586384,4788912,0,0,16.214286,252.2,-0.041921,225.037003,38.669888,0,1,8,4.577865,Margas,Cambisols,2010
572803,4765240,0,0,16,235,0.007808,323.401001,25.521093,0,1,20,5.226825,Margas,Histosols,2010
580038,4774022,0,0,16,235,0.007808,504.388,44.654202,0,1,20,4.821245,Margas,Cambisols,2010
575030,4766435,0,0,16,235,0.007808,279.312988,20.67848,0,1,20,5.226825,Margas,Ferralsols,2010
565420,4768581,0,0,16,235,0.007808,378.041992,20.67848,0,1,20,5.242281,Margas,Cambisols,2010
549958,4772435,0,0,16.014286,235,0.015304,252.509003,56.122871,0,1,20,4.6037,'Rocas volcnicas piroclsticas',Luvisols,2010
513735,4795188,0,0,16.014286,235,0.015304,148.460007,34.260365,0,1,20,4.190351,'Alternancia de margocalizas margas calizas y calcarenitas',Luvisols,2010
573255,4792749,0,0,15.671429,224.9,0.034421,107.727501,42.593296,0,1,4,4.61071,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
517921,4791683,0,0,15.071429,218.4,0.010681,203.889999,36.267956,0,0,40,4.146818,'Alternancia de margocalizas margas calizas y calcarenitas',Fluvisols,2010
564401,4758522,0,0,14.642857,240.1,0.022551,547.255981,54.771255,0,1,40,5.379377,'Calizas impuras y calcarenitas',Cambisols,2011
564713,4758361,0,0,15.871429,288.2,-0.012434,450.455994,46.789932,0,1,40,5.379377,'Calizas impuras y calcarenitas',Cambisols,2011
487261,4775796,0,0,15.242857,222.6,0.039419,412.019989,40.607784,0,1,14,4.792603,'Calizas impuras y calcarenitas',Cambisols,2011
539011,4739191,0,0,15.271429,228,-0.03255,709.380005,44.085526,0,1,31,5.330711,'Detrticos alternantes',Cambisols,2009
511720,4756058,0,0,15.271429,228,-0.03255,708.549988,44.085526,0,1,31,5.48299,'Depsitos superficiales',Cambisols,2009
500488,4769536,0,0,15.271429,228,-0.03255,212.460007,44.085526,0,1,31,5.039591,'Depsitos superficiales',Cambisols,2009
507655,4767692,0,0,15.214286,214.3,0.013055,405.5,28.410446,0,1,19,5.128042,'Depsitos superficiales',Cambisols,2011
476640,4790610,0,0,15.214286,214.3,0.013055,301.570007,28.410446,0,1,19,4.377692,'Depsitos superficiales',Cambisols,2011
501654,4782591,0,0,15.385714,242.7,0.016304,685.349976,28.602541,0,1,3,4.512147,'Depsitos superficiales',Cambisols,2010
528593,4800562,0,0,15.314286,263,0.019178,48.790001,36.734985,0,1,14,3.971857,'Depsitos superficiales',Cambisols,2010
474696,4790235,0,0,15.071429,193.7,0.030797,561.22998,62.800705,0,0,16,4.377692,'Depsitos superficiales',Cambisols,2010
534820,4793416,0,0,14.785714,201,0.071155,94.68,70,0,0,4,4.04117,'Depsitos superficiales',Luvisols,2009
522094,4777968,0,0,14.6,210.7,0.072779,380.170013,53.955872,0,0,4,4.41778,'Depsitos superficiales',Cambisols,2009
522115,4777995,0,0,15.6,227.8,0.017678,382.559998,25.864239,0,0,9,4.41778,'Depsitos superficiales',Cambisols,2009
536370,4756450,0,0,15.371429,230.6,-0.028676,802.140015,38.804359,0,1,2,4.955286,Calizas,Cambisols,2009
538513,4756858,0,0,15.6,227.5,0.016054,732.130005,14.022779,0,1,2,4.955286,Calizas,Cambisols,2009
537185,4771665,0,0,15.371429,230.6,-0.028676,511.940002,47.270439,0,1,2,4.539862,Calizas,Cambisols,2009
525263,4798256,0,0,16.014286,232.3,0.007558,174.630005,30.203587,0,1,19,4.05948,Calizas,Luvisols,2010
531463,4797863,0,0,16.057143,233.8,0.017803,71.720001,55.021168,0,1,14,3.995886,Calizas,Lixisols,2010
533631,4800123,0,0,16.085714,248.3,-0.014058,287.26001,47.556408,0,1,16,4.022366,Calizas,Cambisols,2010
525091,4798205,0,0,15.957143,249.9,-0.03105,88.309998,49.248001,0,1,7,4.05948,Calizas,Cambisols,2010
547657,4793245,0,0,15.114286,213.4,-0.005562,311.088013,47.711674,0,0,17,4.173698,Calizas,Gleysols,2010
548751,4793173,0,0,15.557143,233.1,0.016179,253.225998,39.590496,0,1,33,4.173698,Calizas,Luvisols,2010
527346,4775161,0,0,15.571429,237.7,-0.006436,267.149994,59.419308,0,1,7,4.394238,Calizas,Cambisols,2010
527370,4775101,0,0,15.571429,234.5,0.018303,282.450012,6.216909,0,1,1,4.394238,Calizas,Fluvisols,2010
521469,4778150,0,0,15.557143,234.8,0.017053,373.970001,15.109195,0,1,1,4.506831,Calizas,Cambisols,2010
553573,4789690,0,0,15.528571,242.3,0.018178,330.226013,25.539171,0,1,1,4.258671,Calizas,Cambisols,2011
579190,4771218,0,0,15.071429,244.2,-0.006311,375.993988,64.106964,0,1,1,4.971199,Calizas,Cambisols,2011
562804,4786378,0,0,15.071429,244.2,-0.006311,333.850006,40.800217,0,1,1,4.477336,Calizas,Luvisols,2011
551881,4787493,0,0,14.614286,203.8,0.077652,193.850998,31.261864,0,0,18,4.303467,Calizas,Cambisols,2010
563003,4786363,0,0,14.8,238.9,-0.016307,283.183014,24.139839,0,1,1,4.477336,Calizas,Luvisols,2010
565507,4785549,0,0,14.428571,236,-0.016307,175.061996,40.446182,0,1,40,4.477336,Calizas,Cambisols,2010
535389,4793554,0,0,15.4,253.8,-0.044794,80.110001,52.381058,0,1,1,4.04117,Calizas,Luvisols,2010
575191,4784675,0,0,15.657143,240.4,0.022176,206.856995,52.115814,0,1,10,4.598457,Calizas,Cambisols,2010
508976,4774707,0,0,14.6,209.9,0.056911,381.450012,22.983662,0,1,27,4.642232,'Calizas impuras y calcarenitas',Cambisols,2010
568897,4756725,0,0,14.771429,232.2,-0.05479,367.553009,31.184271,0,1,20,5.436153,'Calizas impuras y calcarenitas',Cambisols,2009
554988,4761229,0,0,14.5,216.7,-0.060912,555.979004,23.695251,0,1,1,5.064679,'Detrticos alternantes',Cambisols,2009
510613,4782002,0,0,14.557143,240.3,0.01393,239.449997,70,0,1,1,4.439471,'Detrticos alternantes',Cambisols,2011
531565,4761157,0,0,14.628571,253.4,-0.064036,803.539978,33.85294,0,1,17,4.899176,'Detrticos alternantes',Cambisols,2011
525313,4762302,0,0,14.785714,184.5,0.075278,614.25,7.632085,0,0,28,5.04258,'Detrticos alternantes',Cambisols,2009
523545,4771177,0,0,15.414286,279.2,0.039794,435.329987,18.997099,0,1,10,4.596642,'Detrticos alternantes',Cambisols,2011
523747,4771119,0,0,14.8,274.7,-0.010809,491.720001,65.601723,0,1,14,4.596642,'Detrticos alternantes',Cambisols,2009
513334,4782545,0,0,13.7,318,-0.094273,110.739998,70,0,1,40,4.394751,'Detrticos alternantes',Cambisols,2009
554847,4761807,0,0,16.057143,173.9,0.019178,553.346008,52.60891,0,0,17,5.064679,'Detrticos alternantes',Cambisols,2009
504651,4776815,0,0,16.128571,197.7,0.00231,146.520004,18.613173,0,0,17,4.737629,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
508641,4774177,0,0,15.928571,170.9,0.03692,188.009995,24.407558,0,0,13,4.642232,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
508881,4774191,0,0,15.971429,171.3,0.030922,204.729996,10.253163,0,0,13,4.642232,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
508888,4774194,0,0,15.6,170.9,0.017428,204.869995,33.221764,1,0,19,4.642232,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
513610,4771500,0,0,15.914286,187,0.015929,455.450012,1.403568,0,0,13,4.807139,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
504666,4776009,0,0,16.042857,226.7,0.017178,182.009995,14.337677,0,0,17,4.737629,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
487051,4789363,0,0,16.085714,227.6,0.017178,126.870003,10.885317,0,0,19,4.371132,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2009
500091,4780833,0,0,15.5,204.2,0.0248,360.679993,50.728542,0,0,2,4.512147,'Alternancia de margocalizas margas calizas y calcarenitas',Cambisols,2010
495403,4777852,0,0,15.514286,196.3,0.045541,430.670013,33.226662,0,0,40,4.769705,Areniscas,Cambisols,2011
520202,4759284,0,0,16.071429,201.7,-0.011309,685.179993,27.800184,0,0,9,5.22162,Areniscas,Cambisols,2010
466190,4781037,0,0,15.314286,170,-0.033674,773.469971,14.988084,0,0,9,4.420232,Areniscas,Cambisols,2009
505977,4767477,0,0,15.314286,170,-0.033674,365.769989,17.495167,0,0,9,5.228893,Areniscas,Cambisols,2009
474930,4789075,0,0,15.314286,170,-0.033674,486.200012,26.457443,0,0,9,4.377692,Areniscas,Cambisols,2009
489089,4777768,0,0,15.314286,170,-0.033674,409.859985,22.073643,0,0,9,4.792603,Areniscas,Luvisols,2009
489177,4778677,0,0,15.314286,170,-0.033674,340.290009,21.251165,0,0,9,4.792603,Areniscas,Cambisols,2009
490222,4777898,0,0,15.314286,170,-0.033674,443.339996,18.411243,0,0,9,4.792603,Areniscas,Cambisols,2009
492430,4775660,0,0,15.314286,170,-0.033674,267.130005,25.032084,0,0,9,4.769705,Areniscas,Cambisols,2009
489982,4776815,0,0,15.314286,170,-0.033674,272.320007,22.636734,0,0,9,4.792603,Areniscas,Cambisols,2009
488364,4778116,0,0,15.314286,170,-0.033674,367.320007,24.407715,0,0,9,4.792603,Areniscas,Cambisols,2009
488508,4778715,0,0,15.314286,170,-0.033674,152.210007,28.365749,0,0,9,4.792603,Areniscas,Cambisols,2009
508665,4770183,0,0,15.314286,170,-0.033674,623.72998,36.741947,0,0,9,4.894371,Areniscas,Cambisols,2009
536560,4754631,0,0,15.9,215.9,-0.053416,652.840027,47.234386,0,0,9,4.955286,Areniscas,Cambisols,2010
536614,4754603,0,0,15.314286,170,-0.033674,662.130005,29.108641,0,0,9,4.955286,Areniscas,Cambisols,2009
495774,4772483,0,0,15.314286,170,-0.033674,265.070007,40.309273,0,0,9,5.047208,Areniscas,Chernozems,2009
507620,4768427,0,0,15.314286,170,-0.033674,537,22.886967,0,0,9,5.128042,Areniscas,Cambisols,2009
507624,4768424,0,0,15.314286,170,-0.033674,539.570007,22.886967,0,0,9,5.128042,Areniscas,Cambisols,2009
521763,4798686,0,0,15.314286,170,-0.033674,320.190002,30.216444,0,0,9,4.10598,Areniscas,Cambisols,2009
522405,4799721,0,0,15.314286,170,-0.033674,221.850006,19.0002,0,0,9,4.10598,Areniscas,Cambisols,2009
540377,4772661,0,0,15.314286,170,-0.033674,546.559998,29.155649,0,0,9,4.539862,Areniscas,Cambisols,2009
487661,4781648,0,0,15.314286,170,-0.033674,363.359985,25.660254,0,0,9,4.619066,Areniscas,Cambisols,2009
487666,4781751,0,0,15.314286,170,-0.033674,364.040009,26.499968,0,0,9,4.619066,Areniscas,Cambisols,2009
487673,4781741,0,0,15.314286,170,-0.033674,362.170013,29.155649,0,0,9,4.619066,Areniscas,Cambisols,2009
487675,4781734,0,0,15.314286,170,-0.033674,362.579987,28.404066,0,0,9,4.619066,Areniscas,Cambisols,2009
487681,4781738,0,0,15.314286,170,-0.033674,357.179993,28.404066,0,0,9,4.619066,Areniscas,Cambisols,2009
487682,4781735,0,0,15.314286,170,-0.033674,356.76001,44.249989,0,0,9,4.619066,Areniscas,Cambisols,2009
487684,4781736,0,0,15.314286,170,-0.033674,357.179993,27.844076,0,0,9,4.619066,Areniscas,Cambisols,2009
487687,4781747,0,0,15.314286,170,-0.033674,353.579987,41.847019,0,0,9,4.619066,Areniscas,Cambisols,2009
487710,4781438,0,0,15.314286,170,-0.033674,340.109985,26.286573,0,0,9,4.619066,Areniscas,Cambisols,2009
487712,4781431,0,0,15.314286,170,-0.033674,337.459991,29.920588,0,0,9,4.619066,Areniscas,Cambisols,2009
487735,4781432,0,0,15.314286,170,-0.033674,320.600006,28.404066,0,0,9,4.619066,Areniscas,Cambisols,2009
494641,4774884,0,0,15.314286,170,-0.033674,526.609985,33.814838,0,0,9,4.769705,Areniscas,Cambisols,2009
489192,4777964,0,0,15.314286,170,-0.033674,373.75,48.876137,0,0,9,4.792603,Areniscas,Durisols,2009
575554,4788302,0,0,15.314286,170,-0.033674,355.503204,47.955311,0,0,9,4.598457,Areniscas,Cambisols,2009
489182,4777952,0,0,15.314286,170,-0.033674,377.589996,47.534092,0,0,9,4.792603,Areniscas,Durisols,2009
499774,4774218,0,0,15.314286,170,-0.033674,504.269989,28.255705,0,0,9,4.765982,Areniscas,Cambisols,2009
596691,4795793,0,0,15.314286,170,-0.033674,188.434006,54.971474,0,0,9,4.606751,Areniscas,Cambisols,2009
597716,4796242,0,0,15.314286,170,-0.033674,187.427002,49.713589,0,0,9,4.606751,Areniscas,Cambisols,2009
481311,4781124,0,0,15.314286,170,-0.033674,366.140015,22.94788,0,0,9,4.571566,Areniscas,Cambisols,2009
593320,4796097,0,0,15.314286,170,-0.033674,152.953995,56.612591,0,0,9,4.633062,Areniscas,Histosols,2009
489047,4780197,0,0,15.314286,170,-0.033674,237.270004,55.490971,0,0,9,4.619066,Areniscas,Cambisols,2009
491509,4781347,0,0,15.314286,170,-0.033674,511.100006,56.612591,0,0,9,4.619066,Areniscas,Histosols,2009
574385,4785316,0,0,15.314286,170,-0.033674,237.304001,54.568058,0,0,9,4.598457,Areniscas,Cambisols,2009
533979,4802276,0,0,15.271429,182,-0.0313,38.66,46.713322,0,0,9,4.022366,Areniscas,Cambisols,2009
573293,4786710,0,0,15.271429,182,-0.0313,440.388,70,0,0,9,4.598457,Areniscas,Cambisols,2009
530002,4792822,0,0,15.271429,182,-0.0313,129.610001,62.878864,0,0,9,4.057555,'Detrticos alternantes',Chernozems,2009
529899,4793212,0,0,15.271429,182,-0.0313,97.660004,70,0,0,9,4.057555,'Detrticos alternantes',Kastanozems,2009
